,title,genres,release_date,price,specs,early_access,metascore,sentiment,year
30834,Awesomenauts - the 2D moba,"['Action', 'Free to Play', 'Indie', 'Strategy']",2012-08-01,0.0,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards', 'Includes level editor']",False,78.0,Very Positive,2012
30855,Resonance,"['Adventure', 'Indie']",2012-07-25,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,76.0,Very Positive,2012
30860,Orcs Must Die! 2,"['Action', 'Indie', 'Strategy']",2012-07-30,14.99,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,83.0,Overwhelmingly Positive,2012
30869,Prototype 2,"['Action', 'Adventure']",2012-07-24,39.99,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,76.0,Mixed,2012
30904,Blacklight: Retribution,"['Action', 'Free to Play']",2012-07-02,0.0,"['Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Includes level editor']",False,75.0,Mostly Positive,2012
30908,Endless Space® - Collection,['Strategy'],2012-07-04,19.99,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,77.0,Very Positive,2012
30920,Tiny and Big: Grandpa's Leftovers,['Indie'],2012-06-19,9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,75.0,Very Positive,2012
30921,SpellForce 2: Faith in Destiny,"['RPG', 'Strategy']",2012-06-19,14.99,"['Single-player', 'Multi-player', 'Co-op']",False,55.0,Mixed,2012
30923,Fray: Reloaded Edition,"['Action', 'Strategy', 'Indie']",2012-06-19,0.0,['Multi-player'],False,27.0,Negative,2012
30924,Magic: The Gathering - Duels of the Planeswalkers 2013,['Strategy'],2012-06-20,9.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,77.0,Very Positive,2012
30933,Game of Thrones,"['Action', 'RPG']",2012-06-07,14.99,"['Single-player', 'Steam Achievements', 'Full controller support']",False,58.0,Mostly Positive,2012
30935,Spec Ops: The Line,"['Action', 'Adventure']",2012-06-25,29.99,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,76.0,Very Positive,2012
30936,Sins of a Solar Empire®: Rebellion,"['Indie', 'Strategy']",2012-06-12,39.99,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",False,82.0,Very Positive,2012
30942,Iron Front: Digital War Edition,"['Action', 'Simulation', 'Strategy']",2012-05-25,14.99,"['Single-player', 'Multi-player']",False,55.0,Mixed,2012
30945,Conflict Desert Storm™,['Action'],2002-09-13,6.99,['Single-player'],False,56.0,Very Positive,2002
30959,Alan Wake's American Nightmare,"['Action', 'Adventure']",2012-05-22,9.99,"['Single-player', 'Full controller support']",False,73.0,Mostly Positive,2012
30960,Thief™ II: The Metal Age,"['Action', 'Simulation']",2000-03-21,6.99,['Single-player'],False,87.0,Very Positive,2000
30961,Batman: Arkham City - Game of the Year Edition,"['Action', 'Adventure']",2012-09-07,19.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,91.0,Overwhelmingly Positive,2012
30962,Thief™ Gold,"['Action', 'Simulation']",1998-11-30,6.99,['Single-player'],False,92.0,Very Positive,1998
30969,Botanicula,"['Adventure', 'Casual', 'Indie']",2012-05-07,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,82.0,Overwhelmingly Positive,2012
30974,Nexuiz,['Action'],2012-05-10,9.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",False,54.0,Mixed,2012
30975,Street Fighter X Tekken,['Action'],2012-05-11,29.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Partial Controller Support']",False,79.0,Mixed,2012
30980,Offspring Fling!,"['Adventure', 'Indie']",2012-05-11,7.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",False,79.0,Very Positive,2012
30982,The Dream Machine: Chapter 1 &amp; 2,"['Adventure', 'Casual', 'Indie']",2012-05-11,3.99,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",False,75.0,Very Positive,2012
30986,Sonic the Hedgehog 4 - Episode II,['Adventure'],2012-05-15,9.99,"['Single-player', 'Partial Controller Support']",False,54.0,Very Positive,2012
30990,MacGuffin's Curse,"['Adventure', 'Indie', 'Casual']",2012-04-19,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,73.0,Positive,2012
30991,Blades of Time,"['Action', 'Adventure']",2012-04-20,9.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,63.0,Very Positive,2012
30997,Lone Survivor: The Director's Cut,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",2012-04-23,14.99,"['Single-player', 'Steam Cloud']",False,81.0,Very Positive,2012
30999,The Walking Dead,['Adventure'],2012-04-24,24.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",False,82.0,Overwhelmingly Positive,2012
31002,Fireburst,"['Action', 'Adventure', 'Racing']",2012-04-25,9.99,"['Single-player', 'Multi-player']",False,59.0,Mixed,2012
31003,A Valley Without Wind,"['Action', 'Adventure', 'Indie']",2012-04-24,14.99,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",False,54.0,Mixed,2012
31004,Noitu Love 2: Devolution,"['Action', 'Indie']",2012-04-23,4.99,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",False,80.0,Very Positive,2012
31005,Warlock - Master of the Arcane,['Strategy'],2012-05-08,24.99,"['Single-player', 'Multi-player', 'Steam Trading Cards']",False,71.0,Very Positive,2012
31007,Naval War: Arctic Circle,['Strategy'],2012-04-10,19.99,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']",False,64.0,Mixed,2012
31010,Legend of Grimrock,"['Adventure', 'Indie', 'RPG']",2012-04-11,14.99,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']",False,82.0,Very Positive,2012
31012,Stellar Impact,"['Action', 'Indie', 'Strategy']",2012-04-12,9.99,"['Multi-player', 'Steam Trading Cards']",False,74.0,Mostly Negative,2012
31014,Avernum: Escape From the Pit,"['Strategy', 'RPG', 'Indie']",2012-04-11,9.99,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats']",False,76.0,Very Positive,2012
31018,Men of War: Condemned Heroes,"['Action', 'Strategy']",2012-04-12,7.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Cloud', 'Includes level editor']",False,57.0,Mixed,2012
31023,The Witcher 2: Assassins of Kings Enhanced Edition,['RPG'],2011-05-17,19.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,88.0,Very Positive,2011
31024,Insanely Twisted Shadow Planet,"['Action', 'Adventure', 'Indie']",2012-04-17,14.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",False,76.0,Very Positive,2012
31030,Deep Black: Reloaded,['Action'],2012-04-18,29.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",False,39.0,Mostly Negative,2012
31031,Super MNC,"['Free to Play', 'Action', 'Strategy', 'Indie', 'Sports']",2012-04-19,0.0,"['Multi-player', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",False,76.0,Mixed,2012
31032,Sniper Elite V2,['Action'],2012-04-30,19.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,66.0,Very Positive,2012
31033,Mount &amp; Blade: Warband - Napoleonic Wars,"['Action', 'RPG']",2012-04-19,9.99,"['Multi-player', 'Downloadable Content']",False,83.0,Very Positive,2012
31039,Fallen Earth Free2Play,"['Free to Play', 'Massively Multiplayer', 'RPG']",2011-10-12,0.0,"['Multi-player', 'MMO', 'Co-op', 'Steam Achievements']",False,71.0,Mixed,2011
31042,Wargame: European Escalation,['Strategy'],2012-02-22,9.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Valve Anti-Cheat enabled']",False,81.0,Mostly Positive,2012
31048,Stronghold Kingdoms,"['Free to Play', 'Massively Multiplayer', 'Strategy']",2012-02-27,0.0,"['Multi-player', 'MMO', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards']",False,75.0,Mixed,2012
31051,Shank 2,"['Action', 'Adventure', 'Indie']",2012-02-07,9.99,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,72.0,Very Positive,2012
31054,The Blackwell Legacy,"['Adventure', 'Indie']",2012-01-13,4.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,80.0,Very Positive,2012
31055,Blackwell Deception,"['Adventure', 'Indie']",2012-01-13,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,73.0,Very Positive,2012
31058,Evochron Mercenary,"['Action', 'Indie', 'Simulation']",2012-01-16,19.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Trading Cards']",False,70.0,Mostly Positive,2012
31060,Dustforce DX,"['Action', 'Indie']",2012-01-17,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,79.0,Very Positive,2012
31062,Kingdoms of Amalur: Reckoning™,"['Action', 'RPG']",2012-02-07,19.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",False,81.0,Very Positive,2012
31069,Unstoppable Gorg,"['Action', 'Casual', 'Indie', 'Strategy']",2012-01-19,9.99,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",False,73.0,Mostly Positive,2012
31071,The Darkness II,['Action'],2012-02-06,29.99,"['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']",False,77.0,Very Positive,2012
31082,Crusader Kings Complete,['Strategy'],2012-02-14,9.99,"['Single-player', 'Multi-player']",False,73.0,Mixed,2012
31094,SOL: Exodus,"['Action', 'Indie', 'Simulation']",2012-01-25,7.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,57.0,Mixed,2012
31095,Age of Empires® III: Complete Collection,"['Simulation', 'Strategy']",2009-09-15,39.99,"['Single-player', 'Multi-player', 'Steam Trading Cards']",False,81.0,Very Positive,2009
31097,LEGO Harry Potter: Years 5-7,['Adventure'],2012-01-05,19.99,"['Single-player', 'Shared/Split Screen', 'Full controller support']",False,80.0,Very Positive,2012
31098,Choplifter HD,['Action'],2012-01-11,9.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",False,65.0,Very Positive,2012
31101,EverQuest® II Free-To-Play. Your Way.™,"['Free to Play', 'Massively Multiplayer', 'RPG']",2011-12-07,0.0,"['Multi-player', 'MMO']",False,83.0,Mostly Positive,2011
31109,Sideway™ New York,"['Adventure', 'Indie']",2011-11-15,9.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,71.0,Mixed,2011
31113,Saints Row: The Third,['Action'],2011-11-14,9.99,"['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,84.0,Overwhelmingly Positive,2011
31114,Rochard,"['Action', 'Indie', 'Casual']",2011-11-15,9.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",False,81.0,Very Positive,2011
31115,Gemini Rue,"['Adventure', 'Indie']",2011-10-26,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,82.0,Very Positive,2011
31116,Global Ops: Commando Libya,['Action'],2011-10-26,4.99,"['Single-player', 'Multi-player', 'Steam Achievements']",False,37.0,Mostly Negative,2011
31117,Renegade Ops,['Action'],2011-10-26,15.0,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",False,76.0,Very Positive,2011
31120,Ignite,['Racing'],2011-10-28,9.99,"['Single-player', 'Multi-player']",False,59.0,Mixed,2011
31121,Bloodline Champions,"['Action', 'Free to Play', 'Massively Multiplayer']",2011-01-13,0.0,"['Single-player', 'Multi-player', 'MMO']",False,79.0,Very Positive,2011
31122,Take On Helicopters,['Simulation'],2011-10-27,19.99,"['Single-player', 'Multi-player', 'Co-op', 'Captions available', 'Partial Controller Support', 'Includes level editor']",False,70.0,Mixed,2011
31128,inMomentum,"['Indie', 'Racing']",2011-10-31,9.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",False,59.0,Very Positive,2011
31129,Lord of the Rings: War in the North,"['Action', 'RPG']",2011-11-01,19.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud']",False,66.0,Mostly Positive,2011
31133,Dungeon Defenders,"['Action', 'Indie', 'RPG', 'Strategy']",2011-10-18,14.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",False,81.0,Very Positive,2011
31134,Worms Blast,"['Casual', 'Strategy']",2002-03-30,7.99,['Single-player'],False,73.0,Mixed,2002
31140,PAYDAY™ The Heist,['Action'],2011-10-20,14.99,"['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",False,76.0,Very Positive,2011
31146,Steel Storm: Burning Retribution,"['Action', 'Indie']",2011-05-11,14.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Trading Cards', 'Partial Controller Support', 'Includes level editor']",False,55.0,Very Positive,2011
31147,RAGE,['Action'],2011-10-03,9.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']",False,79.0,Mostly Positive,2011
31148,Orcs Must Die!,"['Action', 'Indie', 'Strategy']",2011-10-11,9.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,83.0,Overwhelmingly Positive,2011
31151,Might &amp; Magic: Clash of Heroes,"['RPG', 'Strategy']",2011-09-22,9.99,"['Single-player', 'Multi-player', 'Co-op', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",False,76.0,Very Positive,2011
31155,Nuclear Dawn,"['Action', 'Strategy']",2011-09-26,9.99,"['Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards', 'Includes level editor']",False,71.0,Very Positive,2011
31159,Dungeons - The Dark Lord,"['RPG', 'Simulation', 'Strategy']",2011-09-27,19.99,"['Single-player', 'Multi-player', 'Steam Achievements']",False,72.0,Mostly Negative,2011
31164,Worms Ultimate Mayhem,['Strategy'],2011-09-28,14.99,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,66.0,Very Positive,2011
31166,King Arthur: Fallen Champions,"['RPG', 'Strategy']",2011-09-16,4.99,['Single-player'],False,54.0,Mixed,2011
31167,Xotic,"['Action', 'Indie']",2011-09-16,9.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,67.0,Very Positive,2011
31170,F1 2011,"['Racing', 'Simulation', 'Sports']",2011-09-19,14.99,"['Single-player', 'Multi-player', 'Co-op']",False,83.0,Mostly Positive,2011
31171,Blocks That Matter,"['Casual', 'Indie']",2011-08-19,4.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",False,72.0,Very Positive,2011
31173,Bastion,"['Action', 'Indie', 'RPG']",2011-08-16,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,86.0,Overwhelmingly Positive,2011
31175,From Dust,"['Adventure', 'Simulation']",2011-08-17,14.99,['Single-player'],False,76.0,Mixed,2011
31176,Avadon: The Black Fortress,"['RPG', 'Indie']",2011-08-17,9.99,"['Single-player', 'Steam Achievements', 'Stats']",False,75.0,Very Positive,2011
31192,Chantelise - A Tale of Two Sisters,"['Action', 'RPG', 'Indie']",2011-07-29,9.99,"['Single-player', 'Partial Controller Support']",False,62.0,Mostly Positive,2011
31194,Supreme Ruler: Cold War,['Strategy'],2011-07-29,9.99,"['Single-player', 'Multi-player']",False,63.0,Mixed,2011
31196,Pirates of Black Cove,['Strategy'],2011-08-02,9.99,"['Single-player', 'Steam Achievements']",False,56.0,Mixed,2011
31197,LIMBO,"['Adventure', 'Indie']",2011-08-02,9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",False,88.0,Very Positive,2011
31202,Kohan: Ahriman's Gift,['Strategy'],2001-11-06,9.99,"['Single-player', 'Multi-player', 'Co-op']",False,79.0,Positive,2001
31203,Kohan: Immortal Sovereigns,['Strategy'],2001-03-15,9.99,"['Single-player', 'Multi-player', 'Co-op']",False,87.0,Positive,2001
31204,Kohan II: Kings of War,['Strategy'],2004-09-21,9.99,"['Single-player', 'Multi-player', 'Co-op']",False,81.0,Very Positive,2004
31205,Cossacks: European Wars,['Strategy'],2001-04-24,4.99,['Single-player'],False,74.0,Mostly Positive,2001
31206,Post Mortem,['Adventure'],2002-11-01,7.99,['Single-player'],False,71.0,Mixed,2002
31207,American Conquest: Fight Back,['Strategy'],2003-09-30,4.99,['Single-player'],False,66.0,Mostly Positive,2003
31208,Robin Hood: The Legend of Sherwood,['Strategy'],2002-11-01,7.99,['Single-player'],False,80.0,Mixed,2002
31209,American Conquest,['Strategy'],2003-02-07,4.99,['Single-player'],False,76.0,Mixed,2003
31210,Cossacks: Art of War,['Strategy'],2002-03-31,4.99,['Single-player'],False,74.0,Very Positive,2002
31211,Cossacks II: Napoleonic Wars,['Strategy'],2005-04-26,4.99,['Single-player'],False,73.0,Mixed,2005
31212,Cossacks II: Battle for Europe,['Strategy'],2006-06-19,4.99,"['Single-player', 'Multi-player']",False,69.0,Mixed,2006
31214,Achron,"['Indie', 'Strategy']",2011-08-29,19.99,"['Single-player', 'Multi-player']",False,54.0,Mixed,2011
31218,Quake IV,['Action'],2005-10-18,14.99,"['Single-player', 'Multi-player', 'Steam Cloud']",False,81.0,Very Positive,2005
31220,Trauma,"['Adventure', 'Indie', 'Casual']",2011-08-08,6.99,['Single-player'],False,62.0,Mostly Positive,2011
31223,Critical Mass,"['Casual', 'Indie']",2011-06-20,1.99,"['Single-player', 'Steam Achievements']",False,81.0,Very Positive,2011
31224,Cthulhu Saves the World,"['Indie', 'RPG']",2011-07-13,2.99,"['Single-player', 'Full controller support', 'Steam Trading Cards']",False,78.0,Very Positive,2011
31225,Dungeons of Dredmor,"['Casual', 'Indie', 'RPG']",2011-07-13,4.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Stats', 'Steam Leaderboards']",False,79.0,Very Positive,2011
31227,Trapped Dead,"['Action', 'Strategy']",2011-07-15,4.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Trading Cards']",False,50.0,Mostly Negative,2011
31228,Operation Flashpoint: Red River,"['Action', 'Strategy']",2011-06-06,9.99,"['Single-player', 'Multi-player', 'Co-op']",False,67.0,Mixed,2011
31229,Red Faction®: Armageddon™,['Action'],2011-06-06,19.99,"['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",False,75.0,Mostly Positive,2011
31230,Pride of Nations,"['Simulation', 'Strategy']",2011-06-08,19.99,"['Single-player', 'Multi-player']",False,70.0,Mixed,2011
31231,Jamestown,"['Action', 'Indie']",2011-06-08,9.99,"['Single-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards']",False,81.0,Overwhelmingly Positive,2011
31233,Vertex Dispenser,"['Action', 'Indie', 'Strategy']",2011-06-10,9.99,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Stats']",False,70.0,7 user reviews,2011
31237,Runaway: A Twist of Fate,['Adventure'],2011-04-21,9.99,['Single-player'],False,79.0,Very Positive,2011
31239,The Next BIG Thing,['Adventure'],2011-04-21,9.99,['Single-player'],False,75.0,Very Positive,2011
31244,Hector: Badge of Carnage - Full Series,"['Adventure', 'Casual']",2011-04-27,19.99,['Single-player'],False,75.0,Very Positive,2011
31245,Yar's Revenge,['Action'],2011-04-28,9.99,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support']",False,56.0,Mixed,2011
31246,Capsized,"['Action', 'Indie']",2011-04-29,9.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats']",False,80.0,Very Positive,2011
31247,Universe Sandbox,"['Casual', 'Indie', 'Simulation']",2011-04-29,0.0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",False,83.0,Very Positive,2011
31248,Mount &amp; Blade: With Fire &amp; Sword,"['Action', 'RPG']",2011-05-03,9.99,"['Single-player', 'Multi-player', 'Steam Achievements']",False,68.0,Very Positive,2011
31251,Section 8®: Prejudice™,['Action'],2011-05-04,9.99,['Single-player'],False,77.0,Mostly Positive,2011
31253,The Tiny Bang Story,"['Adventure', 'Casual', 'Indie']",2011-04-22,4.99,"['Single-player', 'Steam Trading Cards']",False,63.0,Very Positive,2011
31255,Garshasp: The Monster Slayer,"['Action', 'Indie']",2011-05-09,4.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",False,49.0,Mixed,2011
31256,Hydrophobia: Prophecy,"['Action', 'Adventure', 'Indie', 'Strategy']",2011-05-09,4.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,64.0,Mixed,2011
31257,Lume,"['Adventure', 'Casual', 'Indie']",2011-05-09,5.99,['Single-player'],False,69.0,Mixed,2011
31258,Terraria,"['Action', 'Adventure', 'Indie', 'RPG']",2011-05-16,9.99,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,83.0,Overwhelmingly Positive,2011
31259,BRINK,"['Action', 'Free to Play']",2011-05-09,0.0,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",False,70.0,Mixed,2011
31263,Duels of the Planeswalkers Gold Deck Bundle,['Strategy'],2011-05-18,9.99,,False,69.0,,2011
31266,Syberia II,['Adventure'],2004-03-30,12.99,"['Single-player', 'Steam Trading Cards']",False,80.0,Very Positive,2004
31267,Syberia,"['Adventure', 'Casual']",2002-09-01,12.99,"['Single-player', 'Steam Trading Cards']",False,82.0,Very Positive,2002
31271,Naval Warfare,"['Action', 'Indie']",2011-05-25,2.99,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Partial Controller Support']",False,57.0,Mixed,2011
31278,Hearts of Iron III Semper Fi: Dies Irae Götterdämmerung,['Strategy'],2011-05-10,0.99,"['Single-player', 'Multi-player', 'Downloadable Content']",False,65.0,1 user reviews,2011
31279,Fortix 2,"['Casual', 'Indie']",2011-05-06,1.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,74.0,Very Positive,2011
31281,NightSky,"['Casual', 'Indie', 'Strategy']",2011-03-01,9.99,['Single-player'],False,78.0,Very Positive,2011
31282,SpaceChem,"['Indie', 'Simulation']",2011-03-02,9.99,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",False,84.0,Overwhelmingly Positive,2011
31288,The Settlers 7: Paths to a Kingdom: Deluxe Gold Edition,['Strategy'],2011-03-10,19.99,"['Single-player', 'Multi-player']",False,79.0,Mixed,2011
31293,Atom Zombie Smasher,"['Indie', 'Strategy']",2011-03-14,9.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Stats']",False,75.0,Very Positive,2011
31295,Post Apocalyptic Mayhem,"['Action', 'Racing']",2011-03-17,9.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",False,44.0,Very Positive,2011
31296,Revenge of the Titans,"['Action', 'Indie', 'Strategy']",2011-03-16,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,79.0,Very Positive,2011
31297,Assassin’s Creed® Brotherhood,"['Action', 'Adventure']",2011-03-22,19.99,"['Single-player', 'Multi-player', 'Partial Controller Support']",False,88.0,Very Positive,2011
31301,LEGO® Star Wars™ III - The Clone Wars™,"['Action', 'Adventure']",2011-03-22,19.99,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Partial Controller Support', 'Steam Cloud']",False,76.0,Very Positive,2011
31303,Theatre of War 3: Korea,['Strategy'],2011-03-24,6.99,"['Single-player', 'Multi-player', 'Steam Cloud', 'Includes level editor']",False,49.0,Mixed,2011
31305,Shift 2 Unleashed,['Racing'],2011-03-29,19.99,"['Single-player', 'Multi-player']",False,84.0,Mixed,2011
31306,HOARD,"['Action', 'Casual', 'Indie', 'Strategy']",2011-04-04,9.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards']",False,65.0,Very Positive,2011
31307,Dungeon Siege,['RPG'],2002-04-05,6.99,['Single-player'],False,86.0,Mostly Positive,2002
31311,Cities in Motion,['Simulation'],2011-02-22,19.99,"['Single-player', 'Steam Achievements']",False,70.0,Mostly Positive,2011
31313,Men of War: Assault Squad,['Strategy'],2011-02-24,9.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Leaderboards', 'Includes level editor']",False,77.0,Very Positive,2011
31314,CreaVures,['Indie'],2011-02-23,4.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",False,55.0,Very Positive,2011
31315,Painkiller Redemption,['Action'],2011-02-25,4.99,['Single-player'],False,43.0,Mixed,2011
